CR0312N2,#genre#
2021一夜火爆几首DJ舞曲,https://vdse.bdstatic.com//1fc9fd16e02ca272bb81666b85bf4135.mp4
2021《精选5首酒吧DJ舞曲》,https://vdse.bdstatic.com//0e59c29ddbc68ed60dce8a6f4631c1f1.mp4
2021火爆女生版伤感DJ情歌,https://vdse.bdstatic.com//8fe197e92568201d4899dfd3d94585a7.mp4
2021最佳伤感情歌,https://vdse.bdstatic.com//59c5abc138bf1da5585bb765c530137e.mp4
2021伤感洗脑神曲,https://vdse.bdstatic.com//8ad29ca92a901b9992431cf0c5266101.mp4
2021最新情歌,https://vdse.bdstatic.com//3d84abfc356b7a2f128eea22fcb442a2.mp4
2021最好听情歌,https://vdse.bdstatic.com//e668900af1d683c1f8762c1184d516d3.mp4
让人陶醉的几首DJ舞曲,https://vdse.bdstatic.com//0f464b2beaf5887f90ac36b68fcd342f.mp4
2021催泪情歌DJ,https://vdse.bdstatic.com//b3a011133da73776af09309a9ee4d4c9.mp4
女生DJ伤感情歌,https://vdse.bdstatic.com//8fe41305b5c64f8e11715b4dfd442c67.mp4
巨星珍藏系列:邓丽君经典歌曲精选(1),https://vdse.bdstatic.com//d2b16e989b950ad5db5461066c8dbf46.mp4
巨星珍藏系列:邓丽君经典歌曲精选(2),https://vdse.bdstatic.com//9b36b59762cdf4a47f8c27672b35e343.mp4
巨星珍藏系列：邓丽君经典歌曲精选（3),https://vdse.bdstatic.com//a43cab220b1ac8f879a1b5e29592c9f3.mp4
巨星珍藏系列:邓丽君经典歌曲精选(4),https://vdse.bdstatic.com//286f53c579b11eecd2d70f985a685ae9.mp4
精选邓丽君经典歌曲8首,https://vdse.bdstatic.com//6fdc7d09e2f04a19745752bb60fbcc76.mp4
邓丽君 歌曲精选九首 经典歌曲,https://vdse.bdstatic.com//432792ba00998e73655101c9e706e1e2.mp4
邓丽君经典歌曲联唱,https://vdse.bdstatic.com//e4ef0d3bbf543b6ad61553680052a800.mp4
金典老歌,https://vdse.bdstatic.com//36ea0ffcf8156a44b9d524d999eb088a.mp4
刀郎经典歌曲7首：《西海情歌》《敖包相会》《情人》冲动的惩罚,https://vdse.bdstatic.com//628ca08719cef5987ea2ae3c6f0d2386.mp4
刀郎经典歌曲精选,https://vdse.bdstatic.com//4fcca19a19aa4974230c5ee70ab5fa55.mp4
刀郎经典老歌合集《披着羊皮的狼》《西海情歌》《冲动的惩罚》,https://vdse.bdstatic.com//bfbb0871ed01eb3328497faae6a8531b.mp4
经典【刀郎】歌曲精选《冲动的惩罚》《西海情歌》《驼铃》等,https://vdse.bdstatic.com//32366fcdc5f95486daaebcc32bec1135.mp4
刀郎作品精选（词曲唱）,https://upos-sz-mirrorcos.bilivideo.com/upgcxcode/20/55/86125520/86125520-1-6.mp4
云朵、刀郎、孙露、张雨生等经典怀旧歌曲6首,https://vdse.bdstatic.com//fa0ed7ad8657cc4d13972c3d9aa5ddbf.mp4
怀旧金曲:刀郎《黄玫瑰》,https://vdse.bdstatic.com//893331fdfab5d04e5c93e2adbbf1e949.mp4
《那一夜》谢军,https://vdse.bdstatic.com//da6d866213a8bce7b317f508cf702e2e.mp4
刀郎经典歌曲《情人/为什么我泪水成行/2002年的第一场雪》等,https://vdse.bdstatic.com//9b34ac60de14344db632ced1bdac9ef3.mp4
电子琴经典曲目《故乡/片片枫叶情》等,https://vdse.bdstatic.com//4132f92618c08f23b618c12ea86ae767.mp4
《偏偏喜欢你》《千千阙歌》《光辉岁月》《海阔天空》《上海滩》,https://vdse.bdstatic.com//c1e04e418d20de0e27b5bf09722d96e7.mp4
经典粤语歌曲《上海滩》《铁血丹心》《神情神话》《沧海一声笑》,https://vdse.bdstatic.com//f9cd
韩国DJ Soda Remix 2021 电音,https://vd3.bdstatic.com/mda-mev3hw0htz28h5wn/1080p/cae_h264/1622343504467773766/mda-mev3hw0htz28h5wn.mp4
今日热歌DJ《如果爱还在》《A8回心转意》《爱到最后就是痛》,https://vd2.bdstatic.com/mda-mhhf5mr00yyhpfjs/1080p/cae_h264/1629284581057661229/mda-mhhf5mr00yyhpfjs.mp4
推荐9首DJ舞曲，首首甜美醉人,https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4
动感DJ《苦了累了听听歌》,https://vd4.bdstatic.com/mda-mhqekuf2r91v08dt/1080p/cae_h264/1629888246186602728/mda-mhqekuf2r91v08dt.mp4
车载必备DJ《殇雪》《潮湿的心》《酒醉的蝴蝶》《多年以后》,https://vd3.bdstatic.com/mda-mhve4gb9hi8cstzk/1080p/cae_h264/1630319514896018158/mda-mhve4gb9hi8cstzk.mp4
DJ《心在跳情在烧》,https://vd4.bdstatic.com/mda-mhwf07t27w3gi1y7/1080p/cae_h264/1630406994590156367/mda-mhwf07t27w3gi1y7.mp4
孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
郭镐鸣《野摩托》,https://vd3.bdstatic.com/mda-mekfm7wu6f4rtt99/1080p/cae_h264/1621595318412084671/mda-mekfm7wu6f4rtt99.mp4
赵蕾蕾《寂寞的城伤心的人》,https://vd2.bdstatic.com/mda-mesdm11tdp69a9ye/1080p/cae_h264/1622115758783335310/mda-mesdm11tdp69a9ye.mp4
叶筱萱《爱到最后是孤独》,https://vd4.bdstatic.com/mda-mh9fjm2j86uyymfa/1080p/cae_h264/1628593607912074882/mda-mh9fjm2j86uyymfa.mp4
DJ版《真的为你哭了》,https://vd2.bdstatic.com/mda-me5chwexudvzcayg/fhd/cae_h264_nowatermark/1620297137821103617/mda-me5chwexudvzcayg.mp4
海来阿木《浪子心》DJ沈念版,https://vd3.bdstatic.com/mda-mgr9s5pv0jeqbcm8/1080p/cae_h264/1627298307874491239/mda-mgr9s5pv0jeqbcm8.mp4
《人间惊鸿客》,https://vd3.bdstatic.com/mda-mh2bbyjcqjxjhzkd/1080p/cae_h264/1627978577559447916/mda-mh2bbyjcqjxjhzkd.mp4
DJ版《三月里的小雨》,https://vd2.bdstatic.com/mda-mgwegh0bzv4cy6cb/1080p/cae_h264/1627727251470197083/mda-mgwegh0bzv4cy6cb.mp4
DJ版《望爱却步》,https://vd4.bdstatic.com/mda-mh3ei4sg2jypty79/1080p/cae_h264/1628072927342489970/mda-mh3ei4sg2jypty79.mp4
《唱着情歌流着泪》,https://vd3.bdstatic.com/mda-mhwaejanf0ie6b8j/1080p/cae_h264/1630409563129833732/mda-mhwaejanf0ie6b8j.mp4
DJ版《一个人挺好》,https://vd3.bdstatic.com/mda-mh6gqq4b59z26cjx/1080p/cae_h264/1628504623473300938/mda-mh6gqq4b59z26cjx.mp4
《爱你到最后一刻》,https://vd3.bdstatic.com/mda-mhr9c7q9xzgy1812/1080p/cae_h264/1630062648077583523/mda-mhr9c7q9xzgy1812.mp4
伤感DJ《等》,https://vd2.bdstatic.com/mda-mhq92a7nafrh8dma/1080p/cae_h264/1629977686796490849/mda-mhq92a7nafrh8dma.mp4
DJ《我们不再是从前》,https://vd2.bdstatic.com/mda-mhne550wq5m66zvj/1080p/cae_h264/1629803514331462220/mda-mhne550wq5m66zvj.mp4
DJ舞曲《让我做你的眼睛》,https://vd2.bdstatic.com/mda-mhaargrart2qrkdz/1080p/cae_h264/1629630942996744682/mda-mhaargrart2qrkdz.mp4
DJ版《时间会知道你好不好》,https://vd3.bdstatic.com/mda-mhairve7gvye1192/1080p/cae_h264/1629457148988604256/mda-mhairve7gvye1192.mp4
DJ版《爱不得忘不舍》,https://vd3.bdstatic.com/mda-mh8j8egnj8idbvd8/1080p/cae_h264/1629367979662473678/mda-mh8j8egnj8idbvd8.mp4
DJ版《蜜雪冰城》,https://vd3.bdstatic.com/mda-mhbae2pwwxhyxjcz/1080p/cae_h264/1628767594518574030/mda-mhbae2pwwxhyxjcz.mp4
DJ版《夜难眠》,https://vd3.bdstatic.com/mda-mh5hwg99vtp777bj/1080p/cae_h264/1628420576290088489/mda-mh5hwg99vtp777bj.mp4
《无味》 DJ版,https://vd3.bdstatic.com/mda-mgqiagirsmmpuarm/1080p/cae_h264/1627218846577884242/mda-mgqiagirsmmpuarm.mp4
DJ版《原谅你的谎》,https://vd4.bdstatic.com/mda-mhacxx5vhr2we882/1080p/cae_h264/1628673933350116053/mda-mhacxx5vhr2we882.mp4
DJ《等爱》,https://vd2.bdstatic.com/mda-mfhh1e0hwq212rrt/sc/h264/1623988905898256147/mda-mfhh1e0hwq212rrt.mp4
DJ《醉过多少回》,https://vd4.bdstatic.com/mda-megp46e98a4f2b9g/sc/h264/1621239560364992817/mda-megp46e98a4f2b9g.mp4
DJ小鱼儿 - 如果你真的要离开 (DJ加快版),https://vd4.bdstatic.com/mda-mfh4rq9drsza8gf9/1080p/cae_h264/1623987066817324460/mda-mfh4rq9drsza8gf9.mp4
DJ情歌《爱情迷了路》,https://vd4.bdstatic.com/mda-mdbrb7fns70avrmt/1080p/cae_h264/1618222287/mda-mdbrb7fns70avrmt.mp4
《忘川彼岸DJ》,https://vd2.bdstatic.com/mda-md2eyfntemujuft5/1080p/cae_h264/1617446472/mda-md2eyfntemujuft5.mp4
DJ音乐舞曲《一千个轮回》,https://vd4.bdstatic.com/mda-mdu1939m1muvhme3/1080p/cae_h264/1619662287022848524/mda-mdu1939m1muvhme3.mp4
DJ 最美不过你的微笑,https://vd4.bdstatic.com/mda-mhs2qjdmkjz2rb7g/sc/cae_h264/1630029534870787600/mda-mhs2qjdmkjz2rb7g.mp4
DJ 流浪兄弟,https://vd2.bdstatic.com/mda-mhrdtax1km0idkc5/1080p/cae_h264/1629972852606533219/mda-mhrdtax1km0idkc5.mp4
车载DJ《多年以后》,https://vd3.bdstatic.com/mda-mhqekuegbh6112js/1080p/cae_h264/1629891559415737083/mda-mhqekuegbh6112js.mp4
红尘只是个过客,https://vd2.bdstatic.com/mda-mhq68s6g444n437t/hd/cae_h264/1629865742325435508/mda-mhq68s6g444n437t.mp4
百花香(抖音DJ版),https://vd4.bdstatic.com/mda-mdsd1z3wbqeeyumq/fhd/cae_h264_nowatermark/1620021906658368673/mda-mdsd1z3wbqeeyumq.mp4
经典老歌DJ舞曲七首,https://vd2.bdstatic.com/mda-mhwbtsnrmm6v6x5r/sc/cae_h264/1630403250895754314/mda-mhwbtsnrmm6v6x5r.mp4
精选五首DJ男声串烧,https://vd2.bdstatic.com/mda-maqfk730tsig88wr/v2-hknm/1080p/mda-maqfk730tsig88wr.mp4
韩可可《错位时空》DJ版,https://vd3.bdstatic.com/mda-mgciytzb45z6z8yj/1080p/cae_h264/1626183756603775947/mda-mgciytzb45z6z8yj.mp4
忘记你需要多久(DJ小鱼儿版),https://vd2.bdstatic.com/mda-mc1sm1r5s9azchjv/v1-cae/1080p/mda-mc1sm1r5s9azchjv.mp4
车载DJ《今夜为你醉...》,https://vdse.bdstatic.com//b68123a666cce39e7413da912e3675a3.mp4
DJ情歌6首,https://vdse.bdstatic.com//c9e449d2db0a3fa5f6a8afafbc43fbdc.mp4
抖音热歌《大风吹+夜夜夜漫长》,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4
21年DJ爆红网络洗脑神曲,https://vdse.bdstatic.com//bf4bb1d82b2eb17681c49e745dc2da21.mp4
劲爆DJ串烧,https://vdse.bdstatic.com//01b1f78bb5b009d36ce3f5051e7383c1.mp4
2021年最好听的DJ串烧,https://vdse.bdstatic.com//cd396057d1fbcb12f0600d38a16effbc.mp4
《哑巴新娘...》,https://vdse.bdstatic.com//1a3fdd4def6feeef6a49f4c2bfd9fec2.mp4
女生版DJ洗脑神曲,https://vdse.bdstatic.com//6d2f84ad5762c818efd8dc210d8743c6.mp4
一夜火爆i网络DJ舞曲,https://vdse.bdstatic.com//692b9306c06b72d223c9d714f8ebe579.mp4
2021年最火伤感音乐,https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
2021年网络火爆伤感情歌6首,https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
2021年6首网络伤感情歌,http://39.165.32.235:88/v1.go2yd.com/video/fcaf341a6038ed4d8dbd50deaf3036c1.mp4_bd.mp4
2021热门伤感DJ,https://vdse.bdstatic.com//06b4e9b185b843e694e4d20e9b0a0aac.mp4
6首DJ情歌,https://vdse.bdstatic.com//e0ad4d203cd7d7ffa943544c8d2ddbd3.mp4
几首比较火的DJ情歌,https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
精选6首DJ情歌,https://vdse.bdstatic.com//2ead9cf04f5e9e3a99eea79534c3c104.mp4
《爱难求情难断…》,https://vdse.bdstatic.com//0c8ed110c5522e9bd31752ecb999b1ab.mp4
酒吧DJ舞曲,https://vdse.bdstatic.com//5208fb24e1d76b0e81f992e91537f086.mp4
花都开了你来不来DJ,https://vd3.bdstatic.com/mda-mdee523swbezmsin/480p/h264/1618480997/mda-mdee523swbezmsin.mp4

外国.频道,#genre#
AdultIPTV.net Live Cams,http://cdn.adultiptv.net/livecams.m3u8
AdultIPTV.net MILF,http://cdn.adultiptv.net/milf.m3u8
AdultIPTV.net Big Dick,http://cdn.adultiptv.net/bigdick.m3u8
AdultIPTV.net Big Tits,http://cdn.adultiptv.net/bigtits.m3u8
AdultIPTV.net Fetish,http://cdn.adultiptv.net/fetish.m3u8
AdultIPTV.net Big Ass,http://cdn.adultiptv.net/bigass.m3u8
AdultIPTV.net Interracial,http://cdn.adultiptv.net/interracial.m3u8
AdultIPTV.net Latina,http://cdn.adultiptv.net/latina.m3u8
AdultIPTV.net POV,http://cdn.adultiptv.net/pov.m3u8
AdultIPTV.net Blowjob,http://cdn.adultiptv.net/blowjob.m3u8
AdultIPTV.net Teen,http://cdn.adultiptv.net/teen.m3u8
AdultIPTV.net Hardcore,http://cdn.adultiptv.net/hardcore.m3u8
AdultIPTV.net Cuckold,http://cdn.adultiptv.net/cuckold.m3u8
AdultIPTV.net Threesome,http://cdn.adultiptv.net/threesome.m3u8
AdultIPTV.net Russian,http://cdn.adultiptv.net/russian.m3u8
AdultIPTV.net Lesbian,http://cdn.adultiptv.net/lesbian.m3u8
AdultIPTV.net Rough,http://cdn.adultiptv.net/rough.m3u8
AdultIPTV.net Gangbang,http://cdn.adultiptv.net/gangbang.m3u8
AdultIPTV.net Compilation,http://cdn.adultiptv.net/compilation.m3u8
AdultIPTV.net Brunette,http://cdn.adultiptv.net/brunette.m3u8
AdultIPTV.net Blonde,http://cdn.adultiptv.net/blonde.m3u8
AdultIPTV.net Gay,http://cdn.adultiptv.net/gay.m3u8
AdultIPTV.net Anal,http://cdn.adultiptv.net/anal.m3u8
AdultIPTV.net Asian,http://cdn.adultiptv.net/asian.m3u8
AdultIPTV.net Pornstar,http://cdn.adultiptv.net/pornstar.m3u8

外国▪电影,#genre#
C01,https://video.caomin5168.com/20181211/by6FqaXu/index.m3u8
C02,https://video2.caomin5168.com/20190627/tzwwaB7U/index.m3u8
C03,https://video2.caomin5168.com/20190603/ypPXP1s7/index.m3u8
C04,https://video1.91pandian.com/20190930/6tAAY4fC/index.m3u8
C05,https://video.caomin5168.com/20190510/3OnSrxlA/index.m3u8
C06,https://video2.caomin5168.com/20190418/A8Iv6XG6/index.m3u8
C07,https://video2.caomin5168.com/20190725/j2ctjG1B/index.m3u8
C08,http://videocdn.quweikm.com:8091/20180730/SHE-064c/index.m3u8
C09,https://video1.91pandian.com/20190927/PRxPzDyR/index.m3u8
C10,https://video1.91pandian.com/20190924/8hsMoUN3/index.m3u8
C11,https://video.caomin5168.com/20190416/F14m0VfI/index.m3u8
C12,https://video.caomin5168.com/20181227/lCBKb4gN/index.m3u8
C13,https://video2.caomin5168.com/20190804/UkKSKV3K/index.m3u8
C14,https://video.caomin5168.com/20190117/Urlhp1Vi/index.m3u8
C15,https://video1.91pandian.com/20190910/qDMRvcS4/index.m3u8
C16,https://video1.91pandian.com/20190927/I8m6uLKL/index.m3u8
C17,https://video2.caomin5168.com/20190609/ypYWfMFw/index.m3u8
C18,https://video2.caomin5168.com/20190503/33TM6RZN/index.m3u8
C19,https://video.caomin5168.com/20190219/iZb7mp8U/index.m3u8
C20,https://video2.caomin5168.com/20190716/RBrUQEML/index.m3u8
C21,https://video.caomin5168.com/20190413/flvAz0HI/index.m3u8
C22,https://video1.91pandian.com/20190921/MNXmGYgs/index.m3u8
C23,https://video.caomin5168.com/20190505/i6r4qDJX/index.m3u8
C24,https://video2.caomin5168.com/20190509/mWRZABS3/index.m3u8
C25,https://video2.caomin5168.com/20190620/CwNiweom/index.m3u8
C26,https://video2.caomin5168.com/20190621/uJQaBVdG/index.m3u8
C27,https://video2.caomin5168.com/20190708/qcX8xtLw/index.m3u8
C28,https://video.caomin5168.com/20190421/LtPpig2m/index.m3u8
C29,https://video2.caomin5168.com/20190708/qQ7I01HL/index.m3u8
C30,https://video2.caomin5168.com/20190730/8JS0MC3n/index.m3u8
C31,https://video.caomin5168.com/20190510/EsHZaVEV/index.m3u8
C32,https://video.caomin5168.com/20190501/2lUXqy8m/index.m3u8
C33,https://video.caomin5168.com/20181118/PgzEQeAC/index.m3u8
C34,https://video.caomin5168.com/20190209/0kqKCLAi/index.m3u8
C35,https://video.caomin5168.com/20190523/AVriTn2I/index.m3u8
C36,https://video.caomin5168.com/20181130/w0Hprk1z/index.m3u8
C37,https://video2.caomin5168.com/20190728/PBSS4YH8/index.m3u8
C38,https://video.caomin5168.com/20181012/0QdIs77z/index.m3u8
C39,https://video.caomin5168.com/20190516/CtJLkU9S/index.m3u8
C40,https://video.caomin5168.com/20181118/MUpF254u/index.m3u8
C41,https://video.caomin5168.com/20181120/qLz99prf/index.m3u8
C42,https://video1.91pandian.com/20190916/iXU8WBjk/index.m3u8
C43,https://video1.91pandian.com/20190917/5OppyamZ/index.m3u8
C44,https://video.caomin5168.com/20190507/ERiPdCIX/index.m3u8
C45,https://video.caomin5168.com/20190502/CwLdtE92/index.m3u8
C46,https://video.caomin5168.com/20181102/HKPj3O3Q/index.m3u8
C47,https://video2.caomin5168.com/20190531/e0ry3GHU/index.m3u8
C48,https://video.caomin5168.com/20190515/brNpHtFi/index.m3u8
C49,https://video.caomin5168.com/20190511/FBdOkIQa/index.m3u8
C50,https://video.caomin5168.com/20190516/ENBIPxAj/index.m3u8
C51,https://video.caomin5168.com/20190515/ZYbQ45pW/index.m3u8
C52,https://video.caomin5168.com/20190522/9tGx7UNB/index.m3u8
C53,https://video.caomin5168.com/20190508/hy4joauG/index.m3u8


成人▪电影,#genre#
香蕉台[1920*1080],http://125.227.210.37:11055/VideoInput/play.ts
成人台(1)[1920*1080],http://125.227.210.37:13420/VideoInput/play.ts
成人台(2)[873*480],http://125.227.210.37:14583/VideoInput/play.ts
成人台(3)[1920*1080],http://125.227.210.37:18685/VideoInput/play.ts
成人台(4)[1920*1080],http://125.227.210.37:18789/VideoInput/play.ts
極限電影[1920*1080],http://125.227.210.37:19020/VideoInput/play.ts
松視➊臺備,p8p://0198.02686.cc:16871/60d53d8e00057359f2ab7923682f1b04.ts
松視➊臺備,p8p://crfccs.kingh888.com:16666/60ab2744000d91cc0e611b49573518f1
松視➊臺備,p8p://0198.02686.cc:16871/60d53d8e00057359f2ab7923682f1b04.ts
松視➋臺備,p8p://0198.02686.cc:16871/60d53dc70008faa7f2ac58b29604771a.ts
松視➋臺備,p8p://crfccs.kingh888.com:16666/60ab2759000359320e616ab455299cce
松視➋臺備,p8p://0198.02686.cc:16871/60d53dc70008faa7f2ac58b29604771a.ts
潘多拉玩美台Perfect,p8p://crfccs.kingh888.com:16666/60ab279b0002b9f90e626c5b4a6b3931
彩虹電影,p8p://0198.02686.cc:16871/60d53d16000eff77f2a9a6d4e162209c.ts
彩虹電影,p8p://crfccs.kingh888.com:16666/60ab2705000438470e6022cd64274913
彩虹電影,p5p://0198.02686.cc:16871/60d53d16000eff77f2a9a6d4e162209c.ts
彩虹e台,p8p://0198.02686.cc:16871/60d53d5a000f345ff2aab082b6067f98.ts
彩虹e台,p8p://crfccs.kingh888.com:16666/60ab271b0008823b0e6079d6366a0d7e
彩虹e台,p8p://0198.02686.cc:16871/60d53d5a000f345ff2aab082b6067f98.ts
香蕉台Banana,p8p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1
香蕉台Banana,p8p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1 
驚艷台AmazingTV,p8p://0198.02686.cc:16871/60d53ded0009cddef2aced586355082e.ts
驚艷台AmazingTV,p8p://crfccs.kingh888.com:16666/60ab27790005917d0e61e8453f868fd2
驚艷台AmazingTV,p8p://0198.02686.cc:16871/60d53ded0009cddef2aced586355082e.ts
HOT,p5p://crfccs.kingh888.com:16666/60ab27ac000dd0ce0e62b1998dc28571
JSter極限電影,p8p://0198.02686.cc:16871/60d53e1000085590f2ad75b087c6e78e.ts
JSter極限電影,p8p://crfccs.kingh888.com:16666/60ab2789000ebe270e62291ec8b20e2d
JSter極限電影,p8p://0198.02686.cc:16871/60d53e1000085590f2ad75b087c6e78e.ts
梅花,http://185.183.34.118/iptv/F59KKDMP2GN7ZB/147/index.m3u8
京彩1,p5p://crfccs.kingh888.com:16666/60ab6f2a000125b50f79f28b8f8bc416
京彩2,p5p://crfccs.kingh888.com:16666/60ab6f18000750370f79adcf701ffea1 
京彩3,p5p://crfccs.kingh888.com:16666/60ab6efa000787ad0f7938ae568e03ff 
京彩4,p5p://crfccs.kingh888.com:16666/60ab6eea000b90780f78fb362da5bde6 
京彩5,p5p://crfccs.kingh888.com:16666/60ab6ed70002dde40f78aec43aa651ca 
京彩6,p5p://crfccs.kingh888.com:16666/60ab6ec40007e3700f7865d5af2800d9 
京彩7,p5p://crfccs.kingh888.com:16666/60ab6ea5000dc3580f77ee3eb0a503fc
京彩8,p5p://crfccs.kingh888.com:16666/60ab6e880004cfa20f777aabfe62cb07
京粉9,p5p://crfccs.kingh888.com:16666/60ab6e7a0001c5a50f7743347174894b 
京彩10,p5p://crfccs.kingh888.com:16666/60ab6e6a0006200a0f7705d1ab2c12fd 
一本道1,https://vip4.ddyunbo.com/20210210/IjSENz6s/index.m3u8?skipl=1
一本道2,https://vip4.ddyunbo.com/20210209/dEzJjeSU/index.m3u8?skipl=1
一本道3,https://vip4.ddyunbo.com/20210208/6LaKp6lZ/index.m3u8?skipl=1
一本道4,https://vip4.ddyunbo.com/20210208/uWwFdRB7/index.m3u8?skipl=1
一本道5,https://vip4.ddyunbo.com/20210208/EZRbwZn4/index.m3u8?skipl=1
一本道6,https://vip4.ddyunbo.com/20210207/Lyhqjp3z/index.m3u8?skipl=1
一本道7,https://vip4.ddyunbo.com/20210203/DYtc79vE/index.m3u8?skipl=1
一本道8,https://vip4.ddyunbo.com/20210202/cy0urBhD/index.m3u8?skipl=1
一本道9,https://vip4.ddyunbo.com/20210202/cOf9FXgF/index.m3u8?skipl=1
一本道10,https://vip4.ddyunbo.com/20210202/jnSPf5L7/index.m3u8?skipl=1
一本道11,https://vip4.ddyunbo.com/20210202/6wLYbWPq/index.m3u8?skipl=1
京粉9,p5p://crfccs.kingh888.com:16666/60ab6e7a0001c5a50f7743347174894b 
京彩10,p5p://crfccs.kingh888.com:16666/60ab6e6a0006200a0f7705d1ab2c12fd 
一本道1,https://vip4.ddyunbo.com/20210210/IjSENz6s/index.m3u8?skipl=1
一本道2,https://vip4.ddyunbo.com/20210209/dEzJjeSU/index.m3u8?skipl=1
一本道3,https://vip4.ddyunbo.com/20210208/6LaKp6lZ/index.m3u8?skipl=1
一本道4,https://vip4.ddyunbo.com/20210208/uWwFdRB7/index.m3u8?skipl=1
一本道5,https://vip4.ddyunbo.com/20210208/EZRbwZn4/index.m3u8?skipl=1
一本道6,https://vip4.ddyunbo.com/20210207/Lyhqjp3z/index.m3u8?skipl=1
一本道7,https://vip4.ddyunb
m/20210207/Lyhqjp3z/index.m3u8?skipl=1
一本道7,https://vip4.ddyunbo.com/20210203/DYtc79vE/index.m3u8?skipl=1
欧美1,https://t7.cdn2020.com/video/m3u8/2021/04/16/b2cc3869/index.m3u8
欧美2,https://t13.cdn2020.com:12338/video/m3u8/2021/11/17/31af68a0/index.m3u8
欧美3,https://t12.cdn2020.com:12337/video/m3u8/2021/11/15/047419f5/index.m3u8
街头搭讪放浪少女,https://t12.cdn2020.com:12337/video/m3u8/2021/11/11/e3821ad5/index.m3u8
風騷少婦出軌報仇,https://t12.cdn2020.com:12337/video/m3u8/2021/11/11/e3821ad5/index.m3u8
LAA-0004性爱瑜伽,https://t12.cdn2020.com:12337/video/m3u8/2021/11/09/29199fe8/index.m3u8
金毛狮,https://t12.cdn2020.com:12337/video/m3u8/2021/11/09/aad5c620/index.m3u8
少妇做爱,https://t12.cdn2020.com:12337/video/m3u8/2021/11/15/eca6b7ec/index.m3u8
大合集,https://v1s.cdn2020.com:443/video/m3u8/2019/07/28/77052de8/index.m3u8
美丽的奴隶,https://ckcdnc1.cdn2020.com:443/video/m3u8/2019/08/19/1732a3e7/index.m3u8

麻豆▪电影,#genre#
补新01,https://u89ey.cdnedge.live/file/avple-images/hls/616f1059d8538c2d9f2164a0/playlist.m3u8
补新02,https://47b61.cdnedge.live/file/avple-images/hls/616f0fe1d8538c2d9f21649f/playlist.m3u8
补新03,https://e2fa6.cdnedge.live/file/avple-images/hls/616f0fa5d8538c2d9f21649e/playlist.m3u8
补新04,https://1xp60.cdnedge.live/file/avple-images/hls/616d88f2a1a4d6090d670cf2/playlist.m3u8
补新05,https://47b61.cdnedge.live/file/avple-images/hls/616d88b5a1a4d6090d670cf1/playlist.m3u8
补新06,https://je40u.cdnedge.live/file/avple-images/hls/616d883da1a4d6090d670cf0/playlist.m3u8
补新07,https://w9n76.cdnedge.live/file/avple-images/hls/616d87c6a1a4d6090d670cef/playlist.m3u8
补最新1,https://8bb88.cdnedge.live/file/avple-images/hls/616b08ddcd55b923abce18c7/playlist.m3u8
补最新2,https://je40u.cdnedge.live/file/avple-images/hls/616b0865cd55b923abce18c6/playlist.m3u8
补最新3,https://u89ey.cdnedge.live/file/avple-images/hls/616b0829cd55b923abce18c5/playlist.m3u8
补最新4,https://zo392.cdnedge.live/file/avple-images/hls/616aff06cd55b923abce18c4/playlist.m3u8
补最新5,https://zo392.cdnedge.live/file/avple-images/hls/616afec9cd55b923abce18c3/playlist.m3u8
补最新6,https://w9n76.cdnedge.live/file/avple-images/hls/616afebcdd99ba23b1d9f97f/playlist.m3u8
补最新7,https://8bb88.cdnedge.live/file/avple-images/hls/616afe52cd55b923abce18c2/playlist.m3u8
补最新8,https://w9n76.cdnedge.live/file/avple-images/hls/616a06d13bbafc7181324c82/playlist.m3u8
补最新9,https://w9n76.cdnedge.live/file/avple-images/hls/616a061d3bbafc7181324c81/playlist.m3u8
补最新10,https://1xp60.cdnedge.live/file/avple-images/hls/616a05e13bbafc7181324c80/playlist.m3u8
补最新11,https://1xp60.cdnedge.live/file/avple-images/hls/616a05693bbafc7181324c7f/playlist.m3u8
补最新12,https://10j99.cdnedge.live/file/avple-images/hls/6168888e82e0243986ca6ac5/playlist.m3u8
补最新13https://zo392.cdnedge.live/file/avple-images/hls/6168881582e0243986ca6ac4/playlist.m3u8
补最新14,https://u89ey.cdnedge.live/file/avple-images/hls/6168872582e0243986ca6ac2/playlist.m3u8
补最新15,https://8bb88.cdnedge.live/file/avple-images/hls/6168879d82e0243986ca6ac3/playlist.m3u8
补最新麻豆01,https://u89ey.cdnedge.live/file/avple-images/hls/616717a551121708a790a1ba/playlist.m3u8
补最新麻豆02,https://47b61.cdnedge.live/file/avple-images/hls/6167172d51121708a790a1b9/playlist.m3u8
