
中華電信0717,#genre#
新唐人亞太,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live050&nid=223#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live050&nid=223
SBN全球新聞,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live060&nid=224#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live060&nid=224
德國之聲,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live071&nid=226#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live071&nid=226


機哥0524,#genre#
寰宇新闻[1920*1080],http://for40255.sytes.net:8099/tv/iptv/live.php?id=hyxw
三立新闻[1920*1080],http://for40255.sytes.net:8099/tv/iptv/live.php?id=slxw
三立新闻[1920*1080],http://for40255.sytes.net:8099/tv/iptv/live.php?id=slxwinews
壹電視新聞台[1920*1080],http://stream.nexttv.com.tw/n001/hd/live.m3u8
TVBS新闻[1920*1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
鏡電視新聞台[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv075&nid=268
東森新聞台[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live114&nid=234
民视新闻[1920*1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
台视新闻[1920*1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
民視新聞[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv13&nid=31
中視新聞[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv074&nid=33
中視[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv040&nid=4
華視[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv041&nid=6
中天全民最大黨[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live076&nid=248
東森LIVE[1920*1080],http://for40255.sytes.net:8099/tv/iptv/live.php?id=dsxw
公視戲劇[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv042&nid=7
民視第一[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv003&nid=1
民視台灣[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv001&nid=2
華語戲劇[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live005&nid=244
民視綜藝[640*360],http://seb.sason.top/ptv/ftv.php?id=zy
民視綜藝[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv004&nid=16
民視影劇[640*360],http://seb.sason.top/ptv/ftv.php?id=yj
民視影劇[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv09&nid=24
民視旅遊[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv07&nid=61
民視旅遊[640*360],http://seb.sason.top/ptv/ftv.php?id=ly
MOMO綜合[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live107&nid=231
三立台湾[1920*1080],http://59.125.101.187:8501/http/60.251.39.91:8081/hls/65/807/ch20.m3u8
三立台湾[1920*1080],http://59.125.101.187:8501/playlist.m3u8
东森美洲[1920*1080],http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8
东森电影[1920*1080],http://120.84.96.25:808/hls/32/index.m3u8
东森电影[1920*1080],http://120.84.96.43:808/hls/32/index.m3u8
龙华偶像[1920*1080],http://59.125.98.83:8536/playlist.m3u8
龙华偶像[1920*1080],http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龙华日韩[1920*1080],http://59.125.98.83:8535/playlist.m3u8
龙华日韩[1920*1080],http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龙华戏剧[1920*1080],http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龙华戏剧[1920*1080],http://59.125.98.83:8534/playlist.m3u8
龙祥时代[1920*1080],http://120.84.96.25:808/hls/35/index.m3u8
美丽人生[1920*1080],http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
原住民台[1280*720],http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
台湾番薯台[1920*1080],http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
東森購物1台[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live047&nid=173
東森購物3台[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live046&nid=174
面包台[1280*720],https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
海豚综合[1920*1080],http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
儒释道经[960*540],https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
好消息电视台1[854*480],https://vod.streamingfast.net/hls-vod/video/1200k/NW1A0180_1200k.mp4.m3u8
好消息电视台2[854*480],http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
创世电视[1280*720],https://cdn.deepcore.online/hlsme/ctv_hk_720.m3u8
大爱 1台[1280*720],https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱 2台[1280*720],https://pulltv2.wanfudaluye.com/live/tv2.m3u8
GoodTV 经典音乐[1280*720],https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
GoodTV 真情部落[1280*720],https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch3-2.m3u8
GoodTV 爱旅行台[1280*720],https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch11-2.m3u8
GoodTV 共享观点[1280*720],https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch19-2.m3u8
GoodTV 健康煮流[1280*720],https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch13-2.m3u8
孝廉电视台[1280*720],http://cdn257.ccdntech.com/live-http/_definst_/vod257_Live/live/playlist.m3u8
台湾大立电视[1280*720],http://www.dalitv.com.tw:4568/live/dali/index.m3u8
原住民頻道[852*480][852*480],http://streamipcf.akamaized.net/live/_definst_/smil:liveabr.smil/playlist.m3u8
ELEVEN體育二台[1920*1080],http://61.221.81.93:8078/hls/26/80/esport2.m3u8
ELTV 生活英語[1280*720],http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-longturn20&nid=106
天良綜合台[1920*1080],http://60.248.91.20:8000/main

XZB0526,#genre#
环宇新闻[1920*1080],http://59.125.101.187:8709/http/192.168.77.24:8081/hls/76/818/ch62.m3u8?
环宇新闻[1920*1080],http://59.125.101.187:8709/http/192.168.77.24:8066/hls/210/10016/cstv16.m3u8?
三立新闻[1920*1080],http://59.125.101.187:8756/http/192.168.77.24:8081/hls/64/806/ch16.m3u8?
三立新闻[1920*1080],http://59.125.101.187:8756/http/192.168.77.24:8081/hls/65/807/ch18.m3u8
东森新闻[1920*1080],http://59.125.101.187:8702/http/192.168.77.24:8081/hls/63/805/ch10.m3u8?
东森新闻[1920*1080],http://59.125.101.187:8702/http/http/hls//ch.m3u8?
TVBS新闻[1920*1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻[1920*1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
非凡新闻[1920*1080],http://59.125.101.187:8706/http/192.168.77.24:8081/hls/75/817/ch57.m3u8?
壹新闻[1920*1080],http://59.125.101.187:8710/http/192.168.77.24:8081/hls/66/808/ch24.m3u8?
中天新闻,http://59.125.101.187:8703/http/192.168.77.24:8081/hls/78/80/ch63max.m3u8?
中天新闻[1920*1080],http://59.125.101.187:8701/http/192.168.77.24:8081/hls/67/809/ch27.m3u8?
华视[1920*1080],http://59.125.101.187:8713/http/192.168.77.24:8088/hls/72/814/ch48.m3u8?
民视[1920*1080],http://59.125.101.187:8714/http/192.168.77.24:8081/hls/73/815/ch49.m3u8?
公视[1920*1080],http://59.125.101.187:8705/http/192.168.77.24:8081/hls/73/815/ch50.m3u8?
台视[1920*1080],http://59.125.101.187:8702/http/192.168.77.24:8081/hls/72/814/ch46.m3u8?
华视新闻[1920*1080],http://59.125.101.187:8704/http/192.168.77.24:8081/hls/75/817/ch58.m3u8?
民视新闻[1920*1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻[1920*1080],http://59.125.101.187:8704/http/192.168.77.24:8081/hls/73/815/ch51.m3u8?
台视新闻[1920*1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻[1920*1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
中天综合[1920*1080],http://59.125.101.187:8733/http/192.168.77.24:8081/hls/67/809/ch25.m3u8?
中天娱乐[1920*1080],http://59.125.101.187:8734/http/192.168.77.24:8081/hls/67/809/ch26.m3u8?
三立都会[1920*1080],http://59.125.101.187:8732/http/192.168.77.24:8081/hls/65/807/ch19.m3u8?
三立台湾[1920*1080],http://59.125.101.187:8731/http/192.168.77.24:8081/hls/65/807/ch20.m3u8?
momo亲子台[1920*1080],http://59.125.101.187:8740/http/192.168.77.24:8081/hls/70/812/ch40.m3u8?
东森幼幼[1920*1080],http://59.125.101.187:8725/http/192.168.77.24:8081/hls/63/805/ch09.m3u8?
东森综合[1920*1080],http://59.125.101.187:8771/http/192.168.77.24:8081/hls/63/805/ch12.m3u8?
东森戏剧[1920*1080],http://59.125.101.187:8772/http/192.168.77.24:8081/hls/64/806/ch13.m3u8?
东森超视[1920*1080],http://59.125.101.187:8768/http/192.168.77.24:8081/hls/64/806/ch14.m3u8?
东森美洲[1920*1080],http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8
东森电影[1920*1080],http://120.84.96.32:808/hls/32/index.m3u8
东森洋片[1920*1080],http://120.84.96.32:808/hls/33/index.m3u8
东森财经,http://59.125.101.187:8770/http/192.168.77.24:8081/hls/63/805/ch11.m3u8?
东森综合,http://59.125.101.187:8771/http/192.168.77.24:8081/hls/63/805/ch12.m3u8?
东森超视,http://59.125.101.187:8768/http/192.168.77.24:8081/hls/64/806/ch14.m3u8?
八大综合[1920*1080],http://59.125.101.187:8768/http/192.168.77.24:8081/hls/66/808/ch21.m3u8?
八大一台[1920*1080],http://59.125.101.187:8770/http/192.168.77.24:8081/hls/66/808/ch22.m3u8?
八大戏剧[1920*1080],http://59.125.101.187:8771/http/192.168.77.24:8081/hls/66/808/ch23.m3u8?
纬来综合[1920*1080],http://59.125.101.187:8770/http/192.168.77.24:8081/hls/68/810/ch32.m3u8?
纬来戏剧[1920*1080],http://59.125.101.187:8756/http/192.168.77.24:8081/hls/69/811/ch33.m3u8?
纬来育乐[1920*1080],http://59.125.101.187:8762/http/192.168.77.24:8081/hls/68/810/ch30.m3u8?
纬来体育[1920*1080],http://59.125.101.187:8763/http/192.168.77.24:8081/hls/67/809/ch28.m3u8?
纬来电影[1920*1080],http://59.125.101.187:8710/http/192.168.77.24:8081/hls/69/811/ch35.m3u8?
纬来日本[1920*1080],http://59.125.101.187:8771/http/192.168.77.24:8081/hls/69/811/ch34.m3u8?
龙华戏剧[1920*1080],http://59.125.101.187:8764/http/192.168.77.24:8066/hls/210/10010/cstv10.m3u8?
龙华戏剧[1920*1080],http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龙华日韩[1920*1080],http://59.125.101.187:8763/http/192.168.7.24:8066/hls/210/10011/cstv11.m3u8?
龙华日韩[1920*1080],http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龙华偶像[1920*1080],http://59.125.101.187:8762/http/192.168.77.24:8066/hls/210/10012/cstv12.m3u8?
龙华偶像[1920*1080],http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龙华卡通[1920*1080],http://59.125.101.187:8761/http/192.168.77.24:8066/hls/210/10013/cstv13.m3u8?
龙华电影[1920*1080],http://59.125.101.187:8768/http/192.168.77.24:8066/hls/210/10014/cstv14.m3u8?
龙华电影[1920*1080],http://59.125.101.187:8768/http/192.168.77.24:8066/hls/210/10014/cstv14.m3u8?
星空卫视[768*576],http://120.84.96.32:808/hls/79/index.m3u8
天映经典[1920*1080],http://120.84.96.32:808/hls/85/index.m3u8
龙华电影[1920*1080],http://59.125.101.187:8768/http/192.168.77.24:8066/hls/210/10014/cstv14.m3u8
卫视电影[1920*1080],http://59.125.101.187:8753/http/192.168.77.24:8081/hls/62/804/ch07.m3u8?
卫视电影GOLD[1920*1080],http://59.125.101.187:8745/http/192.168.77.24:8081/hls/62/804/ch08.m3u8?
好莱坞电影[1920*1080],http://59.125.101.187:8754/http/192.168.77.24:8081/hls/74/816/ch55.m3u8?
龙翔时代[1920*1080],http://120.84.96.32:808/hls/35/index.m3u8
1905电影[718*414],http://36.101.206.161/txdirect.hls.huya.com/src/1199513205060-1199513205060-5228390287876816896-2399026533576-10057-A-0-1.m3u8
HBO[1920*1080],http://59.125.101.187:8757/http/192.168.77.24:8081/hls/71/813/ch41.m3u8?
海豚综合[1920*1080],http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
东风卫视[1920*1080],http://59.125.101.187:8719/http/192.168.77.24:8081/hls/68/810/ch31.m3u8?
JET综合[1920*1080],http://59.125.101.187:8719/http/192.168.77.24:8081/hls/74/816/ch54.m3u8?
卫视中文[1920*1080],http://59.125.101.187:8720/http/192.168.77.24:8081/hls/62/804/ch05.m3u8?
大爱1台[1280*720],https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱1台[1920*1080],http://59.125.101.187:8706/http/192.168.77.24:8081/hls/73/815/ch52.m3u8?
大爱2台[1920*1080],http://59.125.101.187:8758/http/192.168.77.24:8081/hls/75/817/ch60.m3u8?
大爱2台[1280*720],https://pulltv2.wanfudaluye.com/live/tv2.m3u8
唯心电视[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
点掌财经[1280*712],http://cclive2.aniu.tv/live/anzb.m3u8
霹雳台湾[1920*1080],http://59.125.101.187:8768/http/192.168.77.24:8081/hls/75/817/ch59.m3u8?
momo亲子台[1920*1080],http://59.125.101.187:8740/http/192.168.77.24:8081/hls/70/812/ch40.m3u8?
年代MuchTV[1920*1080],http://59.125.101.187:8729/http/192.168.77.24:8081/hls/72/814/ch45.m3u8?
非凡商业[1920*1080],http://59.125.101.187:8730/http/192.168.77.24:8081/hls/74/816/ch56.m3u8?
NHK新闻[1920*1080],http://59.125.101.187:8706/http/192.168.77.24:8081/hls/62/804/ch06.m3u8?
博斯运动I[1920*1080],http://59.125.101.187:8764/http/192.168.77.24:8066/hls/210/10018/cstv18.m3u8?
博斯运动II[1920*1080],http://59.125.101.187:8768/http/192.168.77.24:8081/hls/61/803/ch04.m3u8?
亚洲旅游[1920*1080],http://59.125.101.187:8744/http/192.168.77.24:8081/hls/76/818/ch61.m3u8?
探索发现[1920*1080],http://59.125.101.187:8710/http/192.168.77.24:8081/hls/71/813/ch44.m3u8?
TLC旅游生活[1920*1080],http://59.125.101.187:8774/http/192.168.77.24:8081/hls/70/812/ch38.m3u8?
中台湾生活网[1920*1080],http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
日本全天新聞 (480p)[854*480],https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
CINEMAX[1920*1080],http://59.125.101.187:8761/http/192.168.77.24:8081/hls/71/813/ch42.m3u8?
AXN[1920*1080],http://59.125.101.187:8759/http/192.168.77.24:8081/hls/71/813/ch43.m3u8?
Animax[1920*1080],http://59.125.101.187:8744/http/192.168.77.24:8081/hls/70/812/ch39.m3u8?StarWorld
卫视电影[1920*1080],http://59.125.101.187:8753/http/192.168.77.24:8081/hls/62/804/ch07.m3u8?
卫视电影GOLD[1920*1080],http://59.125.101.187:8745/http/192.168.77.24:8081/hls/62/804/ch08.m3u8?
龙祥时代[1920*1080],http://120.84.96.32:808/hls/86/index.m3u8
好莱坞电影[1920*1080],http://59.125.101.187:8754/http/192.168.77.24:8081/hls/74/816/ch55.m3u8?
龙翔时代[1920*1080],http://120.84.96.32:808/hls/35/index.m3u8
1905电影[718*414],http://36.101.206.161/txdirect.hls.huya.com/src/1199513205060-1199513205060-5228390287876816896-2399026533576-10057-A-0-1.m3u8
海豚综合[1920*1080],http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
国兴卫视[1920*1080],http://59.125.101.187:8775/http/192.168.77.24:8081/hls/64/806/ch15.m3u8?
卫视中文[1920*1080],http://59.125.101.187:8720/http/192.168.77.24:8081/hls/62/804/ch05.m3u8?
大爱1台[1280*720],https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台[1280*720],https://pulltv2.wanfudaluye.com/live/tv2.m3u8
唯心电视[854*480],http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
点掌财经[1280*712],http://cclive2.aniu.tv/live/anzb.m3u8
霹雳台湾[1920*1080],http://59.125.101.187:8768/http/192.168.77.24:8081/hls/75/817/ch59.m3u8?
年代MuchTV[1920*1080],http://59.125.101.187:8729/http/192.168.77.24:8081/hls/72/814/ch45.m3u8?
非凡商业[1920*1080],http://59.125.101.187:8730/http/192.168.77.24:8081/hls/74/816/ch56.m3u8?
NHK新闻[1920*1080],http://59.125.101.187:8706/http/192.168.77.24:8081/hls/62/804/ch06.m3u8
国家地理,http://59.125.101.187:8709/http/192.168.77.24:8081/hls/61/803/ch01.m3u8?
动物星球,http://59.125.101.187:8719/http/192.168.77.24:8088/hls/70/812/ch37.m3u8?

太陽直播0520,#genre#
壹電視,http://stream.nexttv.com.tw/n001/playlist.m3u8
壹電視 HD,http://stream.nexttv.com.tw/n001/playlist.m3u8#http://stream.nexttv.com.tw/n001/hd/live.m3u8
寰宇新聞,https://git.io/JgkpO
TVBS新聞,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
中天新視 HD,http://for40255.sytes.net:8099/tv/iptv/live.php視id=ztxw
中視新聞 HD,http://for40255.sytes.net:8099/tv/iptv/live.php視id=zsxw
台視新聞 HD,http://for40255.sytes.net:8099/tv/iptv/live.php視id=tsxw#http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民視新聞 HD,http://for40255.sytes.net:8099/tv/iptv/live.php視id=msxw#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://seb.sason.top/ptv/ftv.php視id=ms
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
中視 HD,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php視vid=4gtv-4gtv040&nid=4
民視 HD,http://seb.sason.top/ptv/ftv.php視id=ms
民視旅遊,http://seb.sason.top/ptv/ftv.php視id=ly
民視第一台 HD,http://seb.sason.top/ptv/ftv.php視id=dy
民視綜視,http://seb.sason.top/ptv/ftv.php視id=zy
民視台灣 HD,http://seb.sason.top/ptv/ftv.php視id=tw
民視第一 HD,http://seb.sason.top/ptv/ftv.php視id=dy
民視影劇,http://seb.sason.top/ptv/ftv.php視id=yj
民視綜藝,http://seb.sason.top/ptv/ftv.php視id=zy
民視旅遊,http://seb.sason.top/ptv/ftv.php視id=ly
公視,http://twxui.dyndns.tv:9991/gshd
公視戲劇,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php視vid=4gtv-4gtv042&nid=7
東森洋片 HD,http://120.84.96.32:808/hls/33/index.m3u8
東森視影HD,http://120.84.96.32:808/hls/32/index.m3u8
東森LIVE,http://for40255.sytes.net:8099/tv/iptv/live.php視id=dsxw
東森美洲,http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8
東森超視,http://twxui.dyndns.tv:9991/dscs
東森電影,http://120.84.96.33:808/hls/32/index.m3u8#http://120.84.96.32:808/hls/32/index.m3u8#http://120.84.96.25:808/hls/32/index.m3u8#http://120.84.96.43:808/hls/32/index.m3u8#http://120.84.96.42:808/hls/32/index.m3u8#http://120.84.96.29:808/hls/32/index.m3u8#http://120.84.96.46:808/hls/32/index.m3u8#http://120.84.96.32:808/hls/32/index.m3u8#http://120.84.96.25:808/hls/32/index.m3u8#http://120.84.96.43:808/hls/32/index.m3u8#http://120.84.96.42:808/hls/32/index.m3u8#http://120.84.96.29:808/hls/32/index.m3u8#http://120.84.96.46:808/hls/32/index.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8
東森美洲衛視,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森洋片,http://120.84.96.25:808/hls/33/index.m3u8#http://120.84.96.32:808/hls/33/index.m3u8#http://120.84.96.29:808/hls/33/index.m3u8#http://120.84.96.33:808/hls/33/index.m3u8#http://120.84.96.32:808/hls/33/index.m3u8#http://120.84.96.29:808/hls/33/index.m3u8#http://120.84.96.33:808/hls/33/index.m3u8
東森綜合,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
非凡商業,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
民視影劇,http://seb.sason.top/ptv/ftv.php視id=yj
龍華日韓台,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8視token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龍華偶像台,http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8視token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龍華戲劇台,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8視token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龍華偶像,http://59.125.98.83:8536/playlist.m3u8#http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d#http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8#http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d#http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8
龍華日韓,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8#http://59.125.98.83:8535/playlist.m3u8#http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d#http://59.125.98.83:8535/playlist.m3u8#http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龍華戲劇,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8#http://59.125.98.83:8534/playlist.m3u8#http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d#http://59.125.98.83:8534/playlist.m3u8#http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龍祥時代,http://120.84.96.32:808/hls/35/index.m3u8#http://120.84.96.25:808/hls/35/index.m3u8#http://120.84.96.25:808/hls/35/index.m3u8
龍翔時代,http://120.84.96.33:808/hls/35/index.m3u8
三立綜合台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php視vid=4gtv-live207&nid=169
中臺灣生活網,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
原住民族視視台,http://streamipcf.akamaized.net/live/_definst_/smil:live.smil/chunklist_b3000.m3u8視cuac=guest&cref=http%3A%2F%2Ftitv.ipcf.org.tw%2F
天映視典,http://120.84.96.32:808/hls/85/index.m3u8
星衛視影台,http://data.3g.yy.com/live/hls/29900720/29900720
大愛1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
幸福空間居家台,https://git.io/JgYYF
智林體育台,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
星空衛視,http://120.84.96.32:808/hls/79/index.m3u8
新唐人大視台,http://cnhls.ntdtv.com/cn/live800/playlist.m3u8
新唐人視太台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php視vid=4gtv-live050&nid=223
視視頻道,http://1-fss24-s0.streamhoster.com/lv_uchannel/_definst_/broadcast1/chunklist.m3u8
GOODTV復興禱告,https://dqhxk7sbp7xog.cloudfront.net/osmflivech38.m3u8
GoodTV經典音樂,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8#https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8#https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
GOOD TV-1 綜合台,http://live.streamingfast.net/osmflivech1.m3u8
GOOD TV-14 美食旅遊台,http://live.streamingfast.net/osmflivech14.m3u8
GOOD TV-5 共用觀點,http://live.streamingfast.net/osmflivech5.m3u8
GOOD TV-6,http://live.streamingfast.net/osmflivech6.m3u8
GOODTV經典音樂河,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
GOODTV卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
GOODTV空中聖經學院,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch27-2.m3u8
GOODTV劉三講古,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch24-2.m3u8
GOODTV天堂敬拜,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch28-2.m3u8#https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch30-2.m3u8#https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch30-2.m3u8
GOODTV展翅上騰,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch18-2.m3u8
GOODTV真情部落格,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch14-2.m3u8
大愛1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
